Draw Call #, GPU Time (ns), Frame Buffer Bottleneck, Frame Buffer Utilized, Geometry Unit Bottleneck, Geometry Unit Utilized, Input Assembly Bottleneck, Input Assembly Utilized, Primitive Count, Raster Operations Bottleneck, Raster Operations Utilized, Shader Bottleneck, Shader Utilized, Texture Bottleneck, Texture Utilized, Shaded Pixel Count, Vertex Instruction %, Geometry Instruction %, Pixel Instruction %
2266, 6957, 5.55%, 3.07%, 15.01%, 11.13%, 17.30%, 7.00%, 266, 1.03%, 0.00%, 1.08%, 10.79%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2267, 9220, 42.90%, 33.05%, 23.52%, 18.00%, 28.83%, 17.56%, 925, 22.40%, 29.26%, 19.90%, 60.85%, 0.00%, 0.00%, 23232, 12.67%, 0.00%, 87.33%
2268, 1950, 1.13%, 0.00%, 0.00%, 0.00%, 15.03%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2269, 2540, 2.17%, 1.02%, 13.00%, 12.57%, 13.33%, 11.14%, 182, 0.00%, 0.00%, 0.00%, 26.28%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2270, 5076, 11.62%, 10.36%, 55.11%, 42.90%, 70.33%, 31.88%, 962, 0.00%, 0.00%, 2.15%, 70.69%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2271, 6214, 5.69%, 6.00%, 26.00%, 20.42%, 31.79%, 16.07%, 599, 2.05%, 1.00%, 4.29%, 27.03%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2272, 2472, 3.38%, 1.04%, 13.00%, 12.32%, 14.14%, 12.31%, 180, 0.00%, 0.00%, 0.00%, 27.28%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2273, 2303, 2.56%, 0.00%, 0.00%, 0.00%, 14.78%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2274, 5697, 5.17%, 3.39%, 8.02%, 4.00%, 9.06%, 3.03%, 132, 1.14%, 2.32%, 1.23%, 24.62%, 0.00%, 0.00%, 592, 33.33%, 0.00%, 66.67%
2275, 2047, 2.30%, 0.00%, 1.03%, 1.05%, 10.86%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2276, 7060, 10.43%, 5.01%, 37.15%, 25.67%, 41.91%, 17.00%, 754, 3.05%, 0.00%, 3.76%, 34.56%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2277, 5606, 3.38%, 1.00%, 6.06%, 5.00%, 6.02%, 5.00%, 186, 0.00%, 0.00%, 0.00%, 10.56%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2278, 2483, 5.64%, 3.03%, 20.16%, 15.11%, 21.00%, 13.13%, 204, 2.01%, 0.00%, 3.20%, 27.26%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2279, 6220, 7.78%, 5.00%, 8.12%, 6.03%, 10.17%, 6.07%, 222, 2.00%, 3.02%, 2.16%, 20.57%, 0.00%, 0.00%, 632, 35.50%, 0.00%, 64.50%
2280, 2375, 4.49%, 1.02%, 12.12%, 10.04%, 14.20%, 10.00%, 147, 0.00%, 0.00%, 0.00%, 23.45%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2281, 5114, 4.58%, 1.01%, 11.24%, 10.04%, 10.24%, 10.11%, 328, 1.00%, 0.00%, 2.18%, 11.66%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2282, 5965, 4.53%, 7.14%, 11.14%, 11.25%, 12.00%, 9.31%, 332, 5.08%, 5.10%, 6.52%, 36.96%, 1.09%, 1.06%, 1448, 19.88%, 0.00%, 80.12%
2283, 2222, 4.54%, 1.01%, 12.22%, 10.13%, 12.24%, 10.02%, 147, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2284, 3107, 9.06%, 6.11%, 32.46%, 24.18%, 32.36%, 17.19%, 326, 1.01%, 0.00%, 1.06%, 40.06%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2285, 2310, 3.83%, 0.00%, 1.15%, 1.04%, 7.00%, 1.16%, 8, 0.00%, 0.00%, 0.00%, 38.16%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2286, 1991, 4.39%, 1.00%, 6.04%, 4.13%, 7.23%, 3.02%, 38, 0.00%, 0.00%, 0.00%, 27.91%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2287, 1794, 2.35%, 0.00%, 0.00%, 0.00%, 8.36%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2288, 4906, 4.59%, 1.02%, 10.22%, 9.13%, 9.16%, 9.00%, 272, 1.01%, 0.00%, 1.07%, 13.06%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2289, 6114, 5.65%, 4.02%, 6.15%, 7.02%, 7.08%, 5.06%, 194, 4.00%, 2.02%, 4.29%, 19.30%, 4.29%, 4.30%, 4928, 62.65%, 0.00%, 37.35%
2290, 2495, 3.42%, 1.02%, 13.13%, 11.00%, 13.35%, 12.18%, 180, 0.00%, 0.00%, 0.00%, 20.51%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2291, 5117, 4.52%, 0.00%, 0.00%, 0.00%, 6.00%, 0.00%, 4, 0.00%, 0.00%, 0.00%, 15.18%, 0.00%, 0.00%, 120, 0.00%, 0.00%, 100.00%
2292, 5671, 6.80%, 6.05%, 20.17%, 15.00%, 19.33%, 11.10%, 406, 2.04%, 2.03%, 3.22%, 27.42%, 0.00%, 0.00%, 1552, 52.83%, 0.00%, 47.17%
2293, 2421, 4.40%, 1.01%, 11.00%, 10.07%, 13.00%, 10.02%, 146, 0.00%, 0.00%, 0.00%, 27.26%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2294, 9086, 10.14%, 10.08%, 33.49%, 25.71%, 44.50%, 18.39%, 1018, 19.18%, 4.00%, 30.06%, 44.45%, 0.00%, 0.00%, 1904, 68.48%, 0.00%, 31.52%
2295, 2826, 7.07%, 4.06%, 22.75%, 15.03%, 24.00%, 12.42%, 200, 3.00%, 0.00%, 3.34%, 24.26%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2296, 2194, 4.36%, 0.00%, 2.00%, 2.10%, 7.02%, 2.06%, 17, 0.00%, 0.00%, 0.00%, 31.67%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2297, 4032, 4.51%, 2.05%, 4.05%, 3.06%, 9.22%, 2.00%, 54, 1.01%, 1.03%, 1.09%, 21.72%, 0.00%, 0.00%, 136, 53.13%, 0.00%, 46.88%
2298, 2032, 2.32%, 0.00%, 0.00%, 0.00%, 7.09%, 0.00%, 4, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2299, 4145, 3.42%, 0.00%, 0.00%, 0.00%, 7.05%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2300, 9885, 12.46%, 14.31%, 39.07%, 29.38%, 47.03%, 22.00%, 1338, 20.14%, 7.20%, 25.98%, 56.48%, 0.00%, 0.00%, 7216, 42.32%, 0.00%, 57.68%
2301, 2321, 3.59%, 1.07%, 12.88%, 10.48%, 11.00%, 10.56%, 147, 0.00%, 0.00%, 1.15%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2302, 5745, 3.36%, 0.00%, 0.00%, 0.00%, 5.02%, 0.00%, 6, 0.00%, 0.00%, 0.00%, 4.28%, 0.00%, 0.00%, 320, 0.00%, 0.00%, 100.00%
2303, 5594, 3.37%, 0.00%, 2.00%, 2.04%, 6.10%, 1.02%, 56, 0.00%, 0.00%, 0.00%, 16.25%, 0.00%, 0.00%, 160, 0.00%, 0.00%, 100.00%
2304, 5982, 3.39%, 1.00%, 8.00%, 7.01%, 11.14%, 5.66%, 186, 1.01%, 0.00%, 1.07%, 9.70%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2305, 2473, 2.57%, 0.00%, 1.15%, 1.00%, 12.23%, 1.14%, 6, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2306, 6629, 3.42%, 0.00%, 0.00%, 0.00%, 2.03%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2307, 5911, 4.44%, 3.11%, 10.34%, 7.03%, 11.00%, 5.07%, 186, 1.02%, 1.03%, 1.09%, 18.31%, 0.00%, 0.00%, 192, 58.25%, 0.00%, 41.75%
2308, 3540, 8.00%, 6.03%, 33.46%, 25.32%, 42.06%, 18.79%, 390, 1.06%, 0.00%, 1.09%, 34.25%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2309, 5892, 3.39%, 1.02%, 4.06%, 3.04%, 5.07%, 3.00%, 125, 0.00%, 0.00%, 0.00%, 15.01%, 0.00%, 0.00%, 256, 66.67%, 0.00%, 33.33%
2310, 10052, 11.21%, 9.04%, 44.00%, 33.69%, 53.87%, 24.26%, 1457, 3.06%, 0.00%, 5.46%, 51.00%, 0.00%, 0.00%, 576, 92.88%, 0.00%, 7.12%
2311, 2187, 3.40%, 0.00%, 0.00%, 0.00%, 6.03%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2312, 2297, 3.42%, 1.04%, 12.00%, 11.62%, 11.31%, 10.25%, 147, 0.00%, 0.00%, 0.00%, 29.22%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2313, 5601, 3.42%, 1.01%, 3.06%, 2.01%, 5.05%, 2.00%, 74, 0.00%, 0.00%, 0.00%, 3.24%, 0.00%, 0.00%, 80, 74.07%, 0.00%, 25.93%
2314, 5658, 3.44%, 1.02%, 12.29%, 10.32%, 10.19%, 10.00%, 350, 1.03%, 0.00%, 2.17%, 16.41%, 0.00%, 0.00%, 56, 74.07%, 0.00%, 25.93%
2315, 6472, 4.43%, 2.00%, 14.96%, 12.85%, 17.60%, 10.45%, 332, 3.50%, 0.00%, 3.16%, 17.23%, 0.00%, 0.00%, 96, 85.26%, 0.00%, 14.74%
2316, 6114, 8.04%, 6.12%, 26.52%, 19.00%, 30.91%, 16.34%, 593, 3.14%, 1.01%, 10.95%, 32.57%, 0.00%, 0.00%, 1024, 72.73%, 0.00%, 27.27%
2317, 2859, 6.84%, 4.00%, 25.16%, 18.94%, 26.35%, 12.13%, 210, 0.00%, 0.00%, 1.09%, 24.25%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2318, 2062, 4.63%, 1.05%, 8.34%, 6.31%, 8.31%, 5.31%, 66, 0.00%, 0.00%, 0.00%, 33.26%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2319, 5813, 3.40%, 2.04%, 7.03%, 5.11%, 7.19%, 4.00%, 160, 1.02%, 1.02%, 1.07%, 17.30%, 0.00%, 0.00%, 296, 48.78%, 0.00%, 51.22%
2320, 2642, 4.75%, 2.03%, 18.35%, 14.16%, 20.31%, 13.00%, 224, 0.00%, 0.00%, 0.00%, 24.55%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2321, 5832, 5.24%, 3.17%, 18.39%, 14.76%, 25.70%, 9.30%, 343, 1.03%, 0.00%, 1.00%, 14.07%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2322, 2397, 4.57%, 0.00%, 4.11%, 5.00%, 13.13%, 5.18%, 72, 0.00%, 0.00%, 1.09%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2323, 8354, 14.54%, 14.88%, 49.05%, 37.43%, 63.63%, 28.81%, 1306, 9.75%, 5.35%, 17.05%, 58.16%, 0.00%, 0.00%, 5664, 52.62%, 0.00%, 47.38%
2324, 8777, 14.04%, 16.87%, 34.92%, 27.22%, 37.00%, 18.87%, 951, 18.74%, 9.44%, 28.89%, 56.85%, 0.00%, 0.00%, 9440, 28.81%, 0.00%, 71.19%
2325, 6019, 2.40%, 0.00%, 0.00%, 0.00%, 6.04%, 0.00%, 5, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2326, 5359, 4.97%, 1.09%, 4.45%, 2.03%, 3.23%, 5.48%, 79, 0.00%, 0.00%, 1.18%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2327, 6021, 3.37%, 0.00%, 5.04%, 4.21%, 5.00%, 5.06%, 163, 0.00%, 0.00%, 0.00%, 72.84%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2328, 4808, 4.54%, 1.03%, 9.16%, 8.00%, 8.07%, 9.12%, 250, 0.00%, 0.00%, 1.08%, 53.70%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2329, 5875, 3.36%, 0.00%, 0.00%, 0.00%, 5.05%, 1.01%, 21, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2330, 5906, 4.65%, 1.02%, 8.58%, 7.26%, 8.42%, 9.47%, 256, 0.00%, 0.00%, 1.15%, 48.63%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2331, 4769, 3.60%, 0.00%, 1.08%, 1.02%, 3.07%, 1.04%, 44, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2332, 6132, 3.39%, 0.00%, 1.01%, 1.01%, 5.05%, 1.00%, 49, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2333, 4823, 3.43%, 0.00%, 1.02%, 1.00%, 3.03%, 2.00%, 48, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2334, 10509, 3.37%, 0.00%, 4.00%, 4.13%, 5.17%, 5.05%, 246, 0.00%, 0.00%, 0.00%, 55.74%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2335, 5581, 4.58%, 2.02%, 11.29%, 8.05%, 11.00%, 6.08%, 210, 0.00%, 0.00%, 0.00%, 11.87%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2336, 2352, 3.42%, 0.00%, 0.00%, 0.00%, 13.00%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 28.43%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2337, 2169, 2.24%, 0.00%, 0.00%, 0.00%, 6.07%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 30.24%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2338, 5477, 3.34%, 0.00%, 2.00%, 1.01%, 6.07%, 1.00%, 54, 0.00%, 0.00%, 0.00%, 9.73%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2339, 5851, 7.83%, 5.08%, 28.39%, 20.12%, 26.27%, 16.09%, 593, 2.02%, 0.00%, 3.27%, 27.52%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2340, 2310, 4.58%, 1.01%, 13.21%, 10.22%, 12.33%, 10.00%, 146, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2341, 6774, 5.55%, 0.00%, 0.00%, 0.00%, 2.02%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2342, 5333, 5.18%, 1.00%, 8.00%, 6.96%, 7.01%, 5.83%, 160, 0.00%, 0.00%, 0.00%, 16.19%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2343, 2263, 3.34%, 1.03%, 12.10%, 10.15%, 11.00%, 10.17%, 147, 0.00%, 0.00%, 1.08%, 30.93%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2344, 5532, 4.58%, 3.05%, 8.19%, 6.08%, 8.95%, 6.00%, 224, 1.02%, 1.02%, 1.08%, 24.14%, 0.00%, 0.00%, 120, 42.86%, 0.00%, 57.14%
2345, 5751, 3.43%, 0.00%, 3.03%, 2.01%, 6.11%, 2.00%, 96, 0.00%, 0.00%, 0.00%, 9.73%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2346, 6382, 4.49%, 1.00%, 6.08%, 6.05%, 7.12%, 4.07%, 169, 1.00%, 0.00%, 2.15%, 10.97%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2347, 2169, 3.42%, 0.00%, 0.00%, 0.00%, 7.16%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2348, 2194, 3.48%, 0.00%, 0.00%, 0.00%, 7.10%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2349, 6274, 3.58%, 0.00%, 1.06%, 1.02%, 2.05%, 1.05%, 49, 1.02%, 0.00%, 1.13%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2350, 4816, 3.42%, 0.00%, 1.02%, 1.01%, 3.05%, 2.00%, 48, 0.00%, 0.00%, 1.08%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2351, 4998, 4.51%, 1.00%, 9.05%, 8.06%, 9.13%, 9.15%, 250, 0.00%, 0.00%, 0.00%, 47.62%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2352, 5316, 3.49%, 0.00%, 4.13%, 3.22%, 4.35%, 5.13%, 79, 0.00%, 0.00%, 1.10%, 51.26%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2353, 5926, 3.37%, 0.00%, 5.04%, 4.16%, 5.08%, 5.00%, 163, 0.00%, 0.00%, 0.00%, 54.88%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2354, 10290, 3.36%, 0.00%, 4.00%, 4.12%, 5.14%, 5.02%, 246, 0.00%, 0.00%, 0.00%, 80.75%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2355, 5699, 4.52%, 1.02%, 8.10%, 7.17%, 7.23%, 9.00%, 256, 0.00%, 0.00%, 1.08%, 54.16%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2356, 4741, 3.43%, 0.00%, 1.02%, 1.06%, 3.24%, 1.00%, 44, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2357, 5710, 3.42%, 0.00%, 0.00%, 0.00%, 2.01%, 1.00%, 21, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2358, 6674, 4.52%, 0.00%, 0.00%, 0.00%, 2.03%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2359, 5446, 5.39%, 1.17%, 7.00%, 5.94%, 8.43%, 4.60%, 132, 0.00%, 0.00%, 0.00%, 16.03%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2360, 3189, 9.41%, 7.25%, 38.81%, 27.17%, 35.11%, 20.00%, 390, 2.03%, 0.00%, 2.24%, 43.16%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2361, 10050, 11.53%, 11.33%, 45.08%, 35.45%, 46.47%, 23.00%, 1457, 9.37%, 3.10%, 23.29%, 51.86%, 0.00%, 0.00%, 1952, 67.17%, 0.00%, 32.83%
2362, 5031, 3.00%, 0.00%, 16.03%, 13.21%, 30.99%, 11.24%, 70, 2.22%, 0.00%, 2.40%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2363, 6454, 4.57%, 2.04%, 13.27%, 11.33%, 12.00%, 11.30%, 439, 2.06%, 0.00%, 5.48%, 16.18%, 0.00%, 0.00%, 96, 72.19%, 0.00%, 27.81%
2364, 5625, 4.45%, 1.02%, 6.05%, 5.00%, 7.13%, 5.04%, 182, 0.00%, 0.00%, 0.00%, 11.99%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2365, 2269, 4.57%, 1.00%, 11.23%, 9.17%, 11.48%, 9.16%, 125, 2.00%, 0.00%, 2.19%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2366, 3491, 8.79%, 6.00%, 35.84%, 27.93%, 43.11%, 18.07%, 396, 1.03%, 0.00%, 1.06%, 30.43%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2367, 2194, 4.48%, 1.02%, 12.00%, 11.44%, 12.11%, 11.21%, 147, 0.00%, 0.00%, 0.00%, 30.20%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2368, 5717, 2.33%, 0.00%, 0.00%, 0.00%, 5.08%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 528, 100.00%, 0.00%, 0.00%
2369, 5517, 3.47%, 0.00%, 0.00%, 0.00%, 4.75%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2370, 4797, 5.71%, 3.04%, 18.60%, 13.14%, 21.00%, 10.29%, 310, 0.00%, 0.00%, 0.00%, 18.74%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2371, 9702, 19.13%, 17.45%, 39.00%, 30.35%, 48.76%, 23.17%, 1350, 17.01%, 10.10%, 23.45%, 59.75%, 0.00%, 0.00%, 8136, 40.16%, 0.00%, 59.84%
2372, 2127, 6.75%, 3.11%, 17.00%, 15.03%, 17.03%, 14.21%, 182, 0.00%, 0.00%, 1.09%, 32.03%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2373, 2256, 3.31%, 1.01%, 12.03%, 10.03%, 11.15%, 10.01%, 147, 1.00%, 0.00%, 1.07%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2374, 8449, 10.12%, 8.00%, 36.39%, 26.34%, 35.70%, 18.08%, 951, 6.10%, 2.04%, 10.66%, 48.23%, 0.00%, 0.00%, 2944, 62.95%, 0.00%, 37.05%
2375, 6691, 3.38%, 0.00%, 0.00%, 0.00%, 2.00%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2376, 3316, 9.63%, 6.41%, 32.22%, 24.01%, 32.00%, 17.53%, 343, 2.10%, 0.00%, 2.12%, 35.18%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2377, 2392, 4.50%, 0.00%, 4.06%, 5.12%, 7.26%, 5.00%, 72, 1.02%, 0.00%, 1.08%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2378, 5281, 4.54%, 1.01%, 7.11%, 6.00%, 7.08%, 5.01%, 182, 0.00%, 0.00%, 0.00%, 11.82%, 0.00%, 0.00%, 288, 100.00%, 0.00%, 0.00%
2379, 2011, 4.61%, 1.03%, 8.30%, 6.00%, 8.34%, 5.03%, 66, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2380, 8148, 34.05%, 20.00%, 29.24%, 25.64%, 35.61%, 22.45%, 925, 23.47%, 16.59%, 24.71%, 60.14%, 0.00%, 0.00%, 9440, 23.14%, 0.00%, 76.86%
2381, 2186, 3.44%, 0.00%, 0.00%, 0.00%, 7.09%, 0.00%, 2, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2382, 1931, 3.43%, 2.07%, 15.25%, 12.24%, 14.00%, 13.66%, 146, 0.00%, 0.00%, 0.00%, 36.84%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2383, 4888, 7.59%, 2.21%, 17.65%, 2.01%, 37.21%, 1.00%, 54, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2384, 5156, 5.60%, 3.02%, 14.00%, 11.26%, 16.09%, 8.29%, 234, 1.80%, 0.00%, 0.00%, 16.50%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2385, 3970, 4.41%, 0.00%, 2.01%, 1.97%, 15.74%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2386, 6483, 3.39%, 2.03%, 5.65%, 3.03%, 5.64%, 3.00%, 120, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2387, 6818, 3.52%, 2.05%, 5.01%, 2.01%, 5.60%, 2.01%, 120, 1.13%, 0.00%, 0.00%, 11.28%, 0.00%, 0.00%, 0, 0.00%, 0.00%, 100.00%
2388, 5416, 3.52%, 0.00%, 3.13%, 2.00%, 6.01%, 1.03%, 56, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2389, 2106, 2.32%, 0.00%, 1.03%, 1.08%, 10.91%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2390, 5589, 3.81%, 1.00%, 6.88%, 5.75%, 7.88%, 2.00%, 100, 1.14%, 0.00%, 1.06%, 14.66%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2391, 2289, 3.47%, 1.04%, 12.46%, 10.18%, 12.28%, 10.00%, 146, 0.00%, 0.00%, 0.00%, 26.78%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2392, 6478, 6.80%, 5.10%, 21.31%, 14.58%, 28.87%, 9.00%, 392, 1.17%, 2.04%, 1.08%, 23.56%, 0.00%, 0.00%, 144, 76.47%, 0.00%, 23.53%
2393, 2243, 4.45%, 2.01%, 16.00%, 15.44%, 16.22%, 14.29%, 186, 0.00%, 0.00%, 0.00%, 28.76%, 0.00%, 0.00%, 0, 100.00%, 0.00%, 0.00%
2394, 5388, 2.56%, 0.00%, 2.30%, 2.34%, 3.47%, 1.00%, 56, 0.00%, 0.00%, 0.00%, 16.17%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2395, 5833, 4.61%, 2.00%, 5.11%, 3.07%, 6.17%, 3.00%, 115, 2.27%, 1.01%, 2.16%, 6.51%, 0.00%, 0.00%, 1344, 37.04%, 0.00%, 62.96%
2396, 2024, 3.47%, 0.00%, 0.00%, 1.03%, 10.38%, 0.00%, 8, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0, -1.#J%, -1.#J%, -1.#J%
2397, 7202, 9.94%, 7.77%, 33.21%, 24.66%, 35.39%, 17.00%, 754, 3.37%, 1.10%, 5.30%, 40.68%, 0.00%, 0.00%, 704, 71.90%, 0.00%, 28.10%
